0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.628560202140284796e-03,1.627536540547244509e-03,1.625829036263955673e-03,1.623435577557928895e-03,1.620353189282760630e-03,1.616578013825336951e-03,1.612105286125328687e-03,1.606929302386050657e-03,1.601043381990336191e-03,1.594439822015799191e-03,1.587109843606741280e-03,1.579043529300482376e-03,1.570229750218033772e-03,1.560656081805531425e-03,1.550308706544661994e-03,1.539172301725694235e-03,1.527229909980571104e-03,1.514462789786665811e-03,1.500850242548778342e-03,1.486369412114267813e-03,1.470995051629963440e-03,1.454699251449738037e-03,1.437451120268114441e-03,1.419216409678154735e-03,1.399957069778223198e-03,1.379630720069414864e-03,1.358190015391400182e-03,1.335581880604577070e-03,1.311746579509148053e-03,1.286616572159331173e-03,1.260115098871819822e-03,1.232154406673951520e-03,1.202633501288606806e-03,1.171435259556423197e-03,1.138422664475471002e-03,1.103433812597504494e-03,1.066275164793144400e-03,1.026712218232039148e-03,9.844562788407110274e-04,9.391451291708757722e-04,8.903137384462644216e-04,8.373479020293689550e-04,7.794067662173946110e-04,7.152840492598159031e-04,6.431354312744707539e-04,5.598689877511630209e-04,4.594826130801793864e-04,3.265561288704765005e-04,0.000000000000000000e+00
0.000000000000000000e+00,2.307339322406691887e-03,2.305881247527579239e-03,2.303449158541804632e-03,2.300040096076939097e-03,2.295649890630143287e-03,2.290273135718548601e-03,2.283903152675442923e-03,2.276531946554890933e-03,2.268150152458657271e-03,2.258746971430971098e-03,2.248310094873301381e-03,2.236825616206159460e-03,2.224277928239894869e-03,2.210649604401137940e-03,2.195921261582873402e-03,2.180071401928147887e-03,2.163076230298229159e-03,2.144909443488827224e-03,2.125541986406912203e-03,2.104941769358132254e-03,2.083073339259115548e-03,2.059897495895324140e-03,2.035370842180251206e-03,2.009445254580488963e-03,1.982067256237680063e-03,1.953177270542456878e-03,1.922708726570105916e-03,1.890586979259852984e-03,1.856727995616791341e-03,1.821036742213571471e-03,1.783405186874509850e-03,1.743709795575580212e-03,1.701808359488547837e-03,1.657535919032656745e-03,1.610699449095958280e-03,1.561070810786133667e-03,1.508377222643152811e-03,1.452288090176121491e-03,1.392396328362959824e-03,1.328191062641751428e-03,1.259016265831773215e-03,1.184005284087699022e-03,1.101971413651391118e-03,1.011211882706845909e-03,9.091227812286940954e-04,7.913379795928977140e-04,6.493804149080252205e-04,4.614678620903366903e-04,0.000000000000000000e+00
0.000000000000000000e+00,2.831037638861057595e-03,2.829239144607490798e-03,2.826239270680512648e-03,2.822034425846773817e-03,2.816619550183666661e-03,2.809988082311434387e-03,2.802131916428745196e-03,2.793041348495210567e-03,2.782705010722557725e-03,2.771109793330452879e-03,2.758240752286767947e-03,2.744081001476850103e-03,2.728611587422506181e-03,2.711811344285967960e-03,2.693656726431464896e-03,2.674121615257115444e-03,2.653177096326391361e-03,2.630791201988532616e-03,2.606928613636705794e-03,2.581550316454122619e-03,2.554613197865178518e-03,2.526069578838337649e-03,2.495866664540762926e-03,2.463945897431862268e-03,2.430242191440834965e-03,2.394683020033225827e-03,2.357187323213080603e-03,2.317664188079722031e-03,2.276011243369557673e-03,2.232112688845351491e-03,2.185836853009116496e-03,2.137033133665116290e-03,2.085528119473211393e-03,2.031120607388321470e-03,1.973575105271728816e-03,1.912613214728906821e-03,1.847901980475230186e-03,1.779037786051199631e-03,1.705523514293469812e-03,1.626735162995710492e-03,1.541871258272296125e-03,1.449872775550257098e-03,1.349289299787413254e-03,1.238039253956161679e-03,1.112938849562981978e-03,9.686486800173181849e-04,7.948002467800884636e-04,5.647468267249439048e-04,0.000000000000000000e+00
0.000000000000000000e+00,3.274910878047339931e-03,3.272819475985829906e-03,3.269331079265263944e-03,3.264441579575720186e-03,3.258145188238515972e-03,3.250434398502594600e-03,3.241299936107487102e-03,3.230730697356667003e-03,3.218713673735626533e-03,3.205233861872119287e-03,3.190274157363821948e-03,3.173815230681634788e-03,3.155835382983582411e-03,3.136310379230320550e-03,3.115213255460082264e-03,3.092514096435588881e-03,3.068179779088058695e-03,3.042173676215410936e-03,3.014455313692474860e-03,2.984979972954562855e-03,2.953698228633333880e-03,2.920555408837398857e-03,2.885490962519934519e-03,2.848437714441132661e-03,2.809320983112803972e-03,2.768057530380822577e-03,2.724554302356238262e-03,2.678706909385219787e-03,2.630397776389967971e-03,2.579493872352055153e-03,2.525843896134963816e-03,2.469274750933119541e-03,2.409587074619823268e-03,2.346549497279583688e-03,2.279891152368132036e-03,2.209291743967645247e-03,2.134368116556076625e-03,2.054655689629665289e-03,1.969582126090327519e-03,1.878428841121024522e-03,1.780272673708090244e-03,1.673893546597126150e-03,1.557620124793234785e-03,1.429053299235912965e-03,1.284522917615297296e-03,1.117872802610859724e-03,9.171463414585488043e-04,6.516103727821260811e-04,0.000000000000000000e+00
0.000000000000000000e+00,3.668047300692076941e-03,3.665692644591880649e-03,3.661765198022084392e-03,3.656260410898874973e-03,3.649171871834419427e-03,3.640491266131626758e-03,3.630208320705707870e-03,3.618310735089123268e-03,3.604784097442970126e-03,3.589611784233552160e-03,3.572774841929215496e-03,3.554251848718971429e-03,3.534018753837955915e-03,3.512048691589540229e-03,3.488311766558903175e-03,3.462774805793144943e-03,3.435401072844243477e-03,3.406149937490949263e-03,3.374976493617850605e-03,3.341831116059380390e-03,3.306658945116165531e-03,3.269399284788006201e-03,3.229984897362918328e-03,3.188341172611405556e-03,3.144385144119492791e-03,3.098024317780439553e-03,3.049155267481468840e-03,2.997661939603073287e-03,2.943413589689142327e-03,2.886262249461521434e-03,2.826039587103818061e-03,2.762552973603765900e-03,2.695580495359677694e-03,2.624864546091423573e-03,2.550103469382558607e-03,2.470940473105598129e-03,2.386948639434602771e-03,2.297610201970830095e-03,2.202287152220816502e-03,2.100178269903471388e-03,1.990254003713016334e-03,1.871153374495797403e-03,1.741011644009145699e-03,1.597151550136530077e-03,1.435476644028243045e-03,1.249114454402599269e-03,1.024714890707038428e-03,7.279573863406990121e-04,0.000000000000000000e+00
0.000000000000000000e+00,4.025334536083702806e-03,4.022737193594459228e-03,4.018405013029093496e-03,4.012333057408068622e-03,4.004514369910709519e-03,3.994939928023039794e-03,3.983598583413896707e-03,3.970476986617724711e-03,3.955559495347212885e-03,3.938828064970031212e-03,3.920262119352083650e-03,3.899838399883267213e-03,3.877530790046480619e-03,3.853310112349195033e-03,3.827143893786815257e-03,3.798996095219715156e-03,3.768826799085597031e-03,3.736591848687754232e-03,3.702242430836746173e-03,3.665724591797210608e-03,3.626978674194407653e-03,3.585938659623273857e-03,3.542531397979946980e-03,3.496675699734354097e-03,3.448281261112282059e-03,3.397247383938526311e-03,3.343461440974166733e-03,3.286797022905274621e-03,3.227111683169813644e-03,3.164244169263941055e-03,3.098010990614319306e-03,3.028202118263875926e-03,2.954575532222002230e-03,2.876850215103666022e-03,2.794697013779099889e-03,2.707726517184070453e-03,2.615472663526698192e-03,2.517370076625581425e-03,2.412721917488847099e-03,2.300652884326799107e-03,2.180037981100769323e-03,2.049389736948007378e-03,1.906669676764263712e-03,1.748950514275851489e-03,1.571752388268568166e-03,1.367558231460718702e-03,1.121763297522435955e-03,7.968153806418947199e-04,0.000000000000000000e+00
0.000000000000000000e+00,4.355598399328880314e-03,4.352773583086414974e-03,4.348062051234299549e-03,4.341458522540552790e-03,4.332955554793988841e-03,4.322543495452778502e-03,4.310210416930871855e-03,4.295942035529231977e-03,4.279721612743868885e-03,4.261529837371369304e-03,4.241344686474989023e-03,4.219141262857838831e-03,4.194891606199228906e-03,4.168564474426527180e-03,4.140125091194160438e-03,4.109534854492992613e-03,4.076751000377913832e-03,4.041726214528465130e-03,4.004408182780115795e-03,3.964739069795313736e-03,3.922654912567204340e-03,3.878084912309190824e-03,3.830950604269861212e-03,3.781164879835622813e-03,3.728630828544418543e-03,3.673240358773336486e-03,3.614872544088972104e-03,3.553391626424048412e-03,3.488644585706633314e-03,3.420458155862321232e-03,3.348635125529219811e-03,3.272949702680588019e-03,3.193141636716754442e-03,3.108908665149351467e-03,3.019896661189644047e-03,2.925686563463902965e-03,2.825776699942630660e-03,2.719558348502076981e-03,2.606281067334254714e-03,2.485002005885371228e-03,2.354509077605710342e-03,2.213199312131265174e-03,2.058875490745045670e-03,1.888381736342655860e-03,1.696887434885301603e-03,1.476285499751974319e-03,1.210822151331299775e-03,8.599841074807026671e-04,0.000000000000000000e+00
0.000000000000000000e+00,4.664577540215166483e-03,4.661537001428310047e-03,4.656465726618060248e-03,4.649358124906287706e-03,4.640206317413059396e-03,4.629000084683639743e-03,4.615726797749173695e-03,4.600371331762037781e-03,4.582915960853667370e-03,4.563340232530555506e-03,4.541620819542829986e-03,4.517731346715373082e-03,4.491642189708309509e-03,4.463320242051094233e-03,4.432728646046900367e-03,4.399826482238731497e-03,4.364568411024298024e-03,4.326904258648291493e-03,4.286778538117945805e-03,4.244129893487579193e-03,4.198890453314952677e-03,4.150985075742750011e-03,4.100330463374835151e-03,4.046834120592203779e-03,3.990393118761803408e-03,3.930892625335001729e-03,3.868204140266588362e-03,3.802183366294264229e-03,3.732667616631588515e-03,3.659472631919177561e-03,3.582388633895640558e-03,3.501175380115159434e-03,3.415555892626695456e-03,3.325208398553996733e-03,3.229755816814668373e-03,3.128751810184170982e-03,3.021661921051239322e-03,2.907837487474312574e-03,2.786478638332995188e-03,2.656580186557128218e-03,2.516849616707277949e-03,2.365577219060983113e-03,2.200418973452434104e-03,2.018007474635788619e-03,1.813187342316197482e-03,1.577304875320949479e-03,1.293541224053937778e-03,9.186370165381818826e-04,0.000000000000000000e+00
0.000000000000000000e+00,4.956249743182135868e-03,4.953002847984575539e-03,4.947587459683859372e-03,4.939997706734680118e-03,4.930225314383891201e-03,4.918259549104833997e-03,4.904087145732293103e-03,4.887692216177521969e-03,4.869056138292704623e-03,4.848157423102839730e-03,4.824971558219135793e-03,4.799470824778317816e-03,4.771624084698076161e-03,4.741396534380127106e-03,4.708749420201125552e-03,4.673639710173658861e-03,4.636019714990255274e-03,4.595836650225490483e-03,4.553032129690311701e-03,4.507541577708469062e-03,4.459293545288177049e-03,4.408208911615158626e-03,4.354199947757841395e-03,4.297169213626618987e-03,4.237008251613788405e-03,4.173596030327628333e-03,4.106797078528656372e-03,4.036459231489299138e-03,3.962410887655460831e-03,3.884457639910255441e-03,3.802378098735518814e-03,3.715918657703021731e-03,3.624786854912371865e-03,3.528642841033592832e-03,3.427088248857999321e-03,3.319651425575694762e-03,3.205767458467410295e-03,3.084750554254010995e-03,2.955754851632255709e-03,2.817717119567000363e-03,2.669269896749029789e-03,2.508603940328980354e-03,2.333238247208289495e-03,2.139607905213284506e-03,1.922254111634531673e-03,1.672012184165864914e-03,1.371067102702971680e-03,9.735897457290233108e-04,0.000000000000000000e+00
0.000000000000000000e+00,5.233505118553700985e-03,5.230059510577670864e-03,5.224312764676945949e-03,5.216258753488380723e-03,5.205888841364603517e-03,5.193191826008927703e-03,5.178153861937706548e-03,5.160758364592107038e-03,5.140985893594873270e-03,5.118814013278132243e-03,5.094217128184024869e-03,5.067166290745226190e-03,5.037628977770059087e-03,5.005568831663991317e-03,4.970945361486959341e-03,4.933713597937938906e-03,4.893823695128613795e-03,4.851220470495474883e-03,4.805842872325135143e-03,4.757623362028739339e-03,4.706487195358308173e-03,4.652351583025496687e-03,4.595124706412083253e-03,4.534704557906519239e-03,4.470977567387474788e-03,4.403816965839215530e-03,4.333080823080839167e-03,4.258609677768664982e-03,4.180223652212268839e-03,4.097718909205085545e-03,4.010863258599894898e-03,3.919390650984259580e-03,3.822994193908775019e-03,3.721317175645573200e-03,3.613941354348743779e-03,3.500371419235859087e-03,3.380013971932147900e-03,3.252148459792745389e-03,3.115885934206921986e-03,2.970108741292980508e-03,2.813379096629955740e-03,2.643794296515578676e-03,2.458744624040137827e-03,2.254479462735852011e-03,2.025254545390345936e-03,1.761424175419473584e-03,1.444235079772168348e-03,1.025436558574748533e-03,0.000000000000000000e+00
